==============================================================================
ReFS Directory Tree
==============================================================================
  Image:           win11refs2tspecials.raw
  ReFS version:    3.14
  Cluster size:    0x1000
  Objects:         230
  Start OID:       0x600
  Start name:      Root Directory

  Total entries:   1550 (217 directories, 1333 files, 109 ADS)

  Type  OID          Attrs            Size Modified             Path
   ADS                                  47                      testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_archive_409111/dir_romeo_975581/hotel_whiskey_254415.xml:hidden_2674
  FILE  (non-res)    Archive        480017 2026-02-19 16:34:43  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_archive_409111/dir_romeo_975581/log_papa_426305.bin
  FILE  (non-res)    Archive        174789 2026-05-16 16:34:44  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_archive_409111/dir_romeo_975581/output_india_449169.md
  FILE  (non-res)    Archive|ReparsePoint          0 2026-05-16 16:34:52  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_archive_409111/dir_romeo_975581/symlink_foxtrot_698630.lnk
  FILE  (resident)   Archive|ReparsePoint          0 2026-05-16 16:34:33  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_archive_409111/dir_romeo_975581/symlink_kilo_639983.lnk
  FILE  (non-res)    Archive|ReparsePoint          0 2026-05-16 16:34:55  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_archive_409111/dir_romeo_975581/symlink_sierra_999524.lnk
  FILE  (resident)   Archive|ReparsePoint          0 2026-05-16 16:34:32  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_archive_409111/dir_romeo_975581/symlink_trace_678820.lnk
  FILE  (non-res)    Archive        274000 2026-05-16 16:34:40  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_archive_409111/dir_romeo_975581/zulu_foxtrot_691851.log
  FILE  (non-res)    Archive        498181 2026-05-16 16:35:01  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_archive_409111/echo_mike_972756.tmp
  FILE  (non-res)    Archive        240655 2026-05-16 16:35:21  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_archive_409111/foxtrot_hotel_894969.txt
  FILE  (non-res)    Archive        152334 2026-05-16 16:34:40  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_archive_409111/foxtrot_log_942786.txt
  FILE  (non-res)    Archive        312544 2026-05-16 16:34:30  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_archive_409111/gamma_delta_622114.tmp
  FILE  (non-res)    Archive        240062 2026-05-16 16:34:53  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_archive_409111/hardlink_backup_321041.tmp
  FILE  (non-res)    Archive        502037 2026-05-16 16:37:08  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_archive_409111/hardlink_beta_807149.txt
  FILE  (non-res)    Archive        452557 2026-05-16 16:35:31  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_archive_409111/hardlink_data_601823.txt
  FILE  (non-res)    Archive        479429 2026-05-16 16:36:14  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_archive_409111/hardlink_output_296985.csv
  FILE  (non-res)    Archive|ReparsePoint          0 2026-05-16 16:34:31  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_archive_409111/hardlink_papa_887644.lnk
  FILE  (non-res)    Archive|ReparsePoint          0 2026-05-16 16:34:27  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_archive_409111/hardlink_yankee_725332.lnk
  FILE  (non-res)    Archive        270104 2026-05-16 16:34:30  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_archive_409111/papa_temp_286630.xml
  FILE  (resident)   Archive|ReparsePoint          0 2026-05-16 16:34:42  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_archive_409111/symlink_audit_479963.lnk
  FILE  (non-res)    Archive|ReparsePoint          0 2026-05-16 16:35:18  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_archive_409111/symlink_lima_478054.lnk
  FILE  (resident)   Archive|ReparsePoint          0 2026-05-16 16:34:40  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_archive_409111/symlink_record_329460.lnk
  FILE  (non-res)    Archive|ReparsePoint          0 2026-05-16 16:34:33  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_archive_409111/symlink_whiskey_950291.lnk
  FILE  (non-res)    Archive|ReparsePoint          0 2026-05-16 16:34:31  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_archive_409111/symlink_yankee_956806.lnk
  FILE  (non-res)    Archive        298600 2026-05-16 16:35:35  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_archive_409111/yankee_echo_107376.csv
  DIR   0x738        Directory             2026-05-16 16:36:21  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_beta_159096
  FILE  (non-res)    Archive        270104 2026-05-16 16:34:30  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_beta_159096/archive_mike_272395.xml
  DIR   0x762        Directory             2026-05-16 16:36:15  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_beta_159096/dir_hotel_623107
  DIR   0x763        Directory             2026-05-16 16:36:20  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_beta_159096/dir_papa_597807
  FILE  (non-res)    Archive        123379 2026-05-16 16:37:03  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_beta_159096/hardlink_india_222831.dat
  FILE  (non-res)    Archive|ReparsePoint          0 2026-05-16 16:34:34  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_beta_159096/mike_record_340390.lnk
  FILE  (resident)   Archive|ReparsePoint          0 2026-05-16 16:35:14  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_beta_159096/symlink_beta_527893.lnk
  FILE  (resident)   Archive|ReparsePoint          0 2026-05-16 16:35:08  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_beta_159096/symlink_foxtrot_310495.lnk
  DIR   0x707        Directory             2026-05-16 16:35:25  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_config_356395
  FILE  (non-res)    Archive        349711 2026-05-16 16:34:46  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_config_356395/beta_victor_917969.json
  FILE  (non-res)    Archive|ReparsePoint          0 2026-05-16 16:34:32  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_config_356395/cache_whiskey_662260.lnk
  DIR   0x70c        Directory             2026-05-16 16:36:22  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_config_356395/dir_echo_285482
  FILE  (non-res)    Archive|ReparsePoint          0 2026-05-16 16:34:30  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_config_356395/dir_echo_285482/cache_uniform_376235.lnk
  FILE  (non-res)    Archive        307135 2026-05-16 16:35:31  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_config_356395/dir_echo_285482/config_config_538435.csv
  DIR   0x720        Directory             2026-05-16 16:34:38  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_config_356395/dir_echo_285482/dir_backup_485354
  FILE  (non-res)    Archive        434342 2026-05-16 16:34:44  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_config_356395/dir_echo_285482/echo_echo_817541.ini
  FILE  (non-res)    Archive|ReparsePoint          0 2026-05-16 16:34:28  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_config_356395/dir_echo_285482/hardlink_india_662068.lnk
  FILE  (non-res)    Archive|ReparsePoint          0 2026-05-16 16:34:42  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_config_356395/dir_echo_285482/symlink_delta_802995.lnk
  FILE  (non-res)    Archive|ReparsePoint          0 2026-05-16 16:35:00  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_config_356395/dir_echo_285482/symlink_oscar_621832.lnk
  FILE  (non-res)    Archive        265178 2026-05-16 16:35:07  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_config_356395/dir_echo_285482/temp_sierra_628647.bak
  FILE  (non-res)    Archive        408146 2026-05-16 16:36:18  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_config_356395/dir_echo_285482/yankee_gamma_494728.ini
  DIR   0x71f        Directory             2026-05-16 16:35:33  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_config_356395/dir_yankee_435831
  FILE  (non-res)    Archive         77957 2026-05-16 16:36:21  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_config_356395/dir_yankee_435831/backup_tango_632724.xml
  FILE  (non-res)    Archive        376982 2026-05-16 16:35:06  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_config_356395/dir_yankee_435831/hardlink_data_386321.txt
  FILE  (non-res)    Archive|ReparsePoint          0 2026-05-16 16:34:37  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_config_356395/dir_yankee_435831/hardlink_zulu_958047.lnk
  FILE  (non-res)    Archive        384053 2026-05-16 16:35:27  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_config_356395/dir_yankee_435831/romeo_tango_661051.md
  FILE  (resident)   Archive|ReparsePoint          0 2026-05-16 16:34:38  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_config_356395/dir_yankee_435831/symlink_data_819691.lnk
  FILE  (resident)   Archive|ReparsePoint          0 2026-05-16 16:34:48  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_config_356395/dir_yankee_435831/symlink_uniform_369086.lnk
  FILE  (non-res)    Archive        355099 2026-05-16 16:34:55  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_config_356395/dir_yankee_435831/uniform_config_149232.bin
  FILE  (non-res)    Archive        240062 2026-05-16 16:36:33  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_config_356395/hardlink_foxtrot_829175.tmp
  FILE  (non-res)    Archive        287132 2026-05-16 16:34:34  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_config_356395/hardlink_lima_569847.csv
  FILE  (non-res)    Archive        150307 2026-05-16 16:34:30  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_config_356395/hardlink_lima_619070.bak
  FILE  (non-res)    Archive|ReparsePoint          0 2026-05-16 16:34:33  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_config_356395/hardlink_november_632940.lnk
  FILE  (non-res)    Archive        123379 2026-05-16 16:37:03  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_config_356395/hardlink_oscar_678275.dat
  FILE  (non-res)    Archive|ReparsePoint          0 2026-05-16 16:34:42  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_config_356395/hardlink_output_564816.lnk
  FILE  (non-res)    Archive|ReparsePoint          0 2026-05-16 16:34:45  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_config_356395/hardlink_quebec_957314.lnk
  FILE  (non-res)    Archive        298600 2026-05-16 16:37:03  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_config_356395/hardlink_trace_280509.csv
  FILE  (non-res)    Archive        334742 2026-05-16 16:34:31  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_config_356395/log_papa_718682.dat
  FILE  (non-res)    Archive        351719 2026-05-16 16:34:46  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_config_356395/output_whiskey_605768.dat
  FILE  (resident)   Archive|ReparsePoint          0 2026-05-16 16:34:29  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_config_356395/symlink_audit_305752.lnk
  FILE  (non-res)    Archive|ReparsePoint          0 2026-05-16 16:34:27  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_config_356395/symlink_audit_611693.lnk
  FILE  (non-res)    Archive|ReparsePoint          0 2026-05-16 16:34:27  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_config_356395/symlink_oscar_946241.lnk
  FILE  (non-res)    Archive|ReparsePoint          0 2026-05-16 16:34:27  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_config_356395/symlink_quebec_607857.lnk
  FILE  (resident)   Archive|ReparsePoint          0 2026-05-16 16:34:30  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_config_356395/symlink_whiskey_720413.lnk
  FILE  (resident)   Archive|ReparsePoint          0 2026-05-16 16:35:16  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_config_356395/symlink_zulu_160840.lnk
  FILE  (resident)   Archive|ReparsePoint          0 2026-05-16 16:34:28  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_config_356395/symlink_zulu_871090.lnk
  FILE  (non-res)    Archive        393773 2026-05-16 16:35:04  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_config_356395/sync_trace_904353.md
  FILE  (non-res)    Archive         33932 2026-05-16 16:35:29  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_config_356395/yankee_mike_675054.md
   ADS                                  47                      testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_config_356395/yankee_mike_675054.md:hidden_4483
  FILE  (non-res)    Archive         32117 2026-05-16 16:36:44  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_config_356395/zulu_november_980765.csv
   ADS                                  47                      testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_config_356395/zulu_november_980765.csv:hidden_3604
  DIR   0x74e        Directory             2026-05-16 16:35:37  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_draft_281048
  DIR   0x722        Directory             2026-05-16 16:35:32  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_foxtrot_394781
  FILE  (non-res)    Archive        159059 2026-05-16 16:36:16  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_foxtrot_394781/hardlink_data_621977.json
  FILE  (non-res)    Archive        301488 2026-05-16 16:35:32  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_foxtrot_394781/hardlink_india_710018.bak
  FILE  (non-res)    Archive         60201 2026-05-16 16:35:24  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_foxtrot_394781/hardlink_mike_331995.ini
  FILE  (non-res)    Archive|ReparsePoint          0 2026-05-16 16:34:42  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_foxtrot_394781/hardlink_november_479422.lnk
  FILE  (non-res)    Archive|ReparsePoint          0 2026-05-16 16:35:32  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_foxtrot_394781/symlink_kilo_641971.lnk
  FILE  (resident)   Archive|ReparsePoint          0 2026-05-16 16:35:28  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_foxtrot_394781/symlink_romeo_122485.lnk
  FILE  (non-res)    Archive|ReparsePoint          0 2026-05-16 16:34:56  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_foxtrot_394781/symlink_sierra_386667.lnk
  DIR   0x714        Directory             2026-05-16 16:35:46  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_india_623599
  FILE  (non-res)    Archive        502037 2026-05-16 16:37:08  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_india_623599/data_temp_866006.txt
  DIR   0x744        Directory             2026-05-16 16:35:30  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_india_623599/dir_hotel_164946
  FILE  (non-res)    Archive        294634 2026-05-16 16:35:21  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_india_623599/dir_hotel_164946/hardlink_audit_664591.cfg
  DIR   0x70b        Directory             2026-05-16 16:37:01  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_india_623599/dir_index_446416
  FILE  (resident)   Archive|ReparsePoint          0 2026-05-16 16:34:38  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_india_623599/dir_index_446416/audit_foxtrot_329465.lnk
  FILE  (non-res)    Archive|ReparsePoint          0 2026-05-16 16:34:31  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_india_623599/dir_index_446416/config_romeo_839631.lnk
  FILE  (non-res)    Archive        486191 2026-05-16 16:35:20  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_india_623599/dir_index_446416/foxtrot_config_239576.cfg
  FILE  (non-res)    Archive|ReparsePoint          0 2026-05-16 16:34:27  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_india_623599/dir_index_446416/hardlink_cache_210740.lnk
  FILE  (non-res)    Archive        333927 2026-05-16 16:34:33  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_india_623599/dir_index_446416/hardlink_draft_421904.log
  FILE  (non-res)    Archive|ReparsePoint          0 2026-05-16 16:34:27  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_india_623599/dir_index_446416/hardlink_kilo_107223.lnk
  FILE  (non-res)    Archive|ReparsePoint          0 2026-05-16 16:34:27  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_india_623599/dir_index_446416/hardlink_romeo_851109.lnk
  FILE  (non-res)    Archive        502037 2026-05-16 16:37:08  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_india_623599/dir_index_446416/hardlink_romeo_901991.txt
  FILE  (non-res)    Archive        218785 2026-05-16 16:34:39  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_india_623599/dir_index_446416/india_index_571205.bin
  FILE  (resident)   Archive|ReparsePoint          0 2026-05-16 16:34:41  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_india_623599/dir_index_446416/india_trace_876507.lnk
  FILE  (non-res)    Archive        293302 2022-05-05 16:35:30  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_india_623599/dir_index_446416/papa_victor_867137.csv
  FILE  (non-res)    Archive|ReparsePoint          0 2026-05-16 16:34:35  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_india_623599/dir_index_446416/symlink_lima_207932.lnk
  FILE  (resident)   Archive|ReparsePoint          0 2026-05-16 16:34:32  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_india_623599/dir_index_446416/symlink_output_783603.lnk
  FILE  (non-res)    Archive|ReparsePoint          0 2026-05-16 16:34:37  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_india_623599/dir_index_446416/symlink_quebec_790872.lnk
  FILE  (resident)   Archive|ReparsePoint          0 2026-05-16 16:34:29  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_india_623599/dir_index_446416/symlink_sierra_640469.lnk
  FILE  (non-res)    Archive        374609 2026-05-16 16:34:31  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_india_623599/dir_index_446416/temp_log_106377.cfg
  FILE  (non-res)    Archive        258016 2026-05-16 16:35:04  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_india_623599/dir_index_446416/trace_archive_590985.json
  DIR   0x708        Directory             2026-05-16 16:36:03  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_india_623599/dir_kilo_929277
  FILE  (non-res)    Archive        324299 2026-05-16 16:34:50  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_india_623599/dir_kilo_929277/audit_audit_337443.bak
  FILE  (non-res)    Archive|ReparsePoint          0 2026-05-16 16:34:27  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_india_623599/dir_kilo_929277/config_alpha_435266.lnk
  DIR   0x712        Directory             2026-05-16 16:34:31  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_india_623599/dir_kilo_929277/dir_oscar_351933
  DIR   0x724        Directory             2026-05-16 16:34:41  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_india_623599/dir_kilo_929277/dir_sierra_929838
  FILE  (non-res)    Archive|ReparsePoint          0 2026-05-16 16:34:27  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_india_623599/dir_kilo_929277/hardlink_alpha_934021.lnk
  FILE  (non-res)    Archive        387261 2026-05-16 16:35:14  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_india_623599/dir_kilo_929277/hardlink_cache_174893.bin
  FILE  (non-res)    Archive        240062 2026-05-16 16:36:33  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_india_623599/dir_kilo_929277/hardlink_mike_455666.tmp
  FILE  (non-res)    Archive|ReparsePoint          0 2026-05-16 16:34:37  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_india_623599/dir_kilo_929277/hardlink_uniform_333563.lnk
  FILE  (non-res)    Archive|ReparsePoint          0 2026-05-16 16:34:27  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_india_623599/dir_kilo_929277/hardlink_whiskey_222537.lnk
  FILE  (non-res)    Archive        168243 2026-05-16 16:37:10  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_india_623599/dir_kilo_929277/hotel_record_407322.log
   ADS                                  47                      testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_india_623599/dir_kilo_929277/hotel_record_407322.log:hidden_5791
  FILE  (non-res)    Archive        376339 2026-05-16 16:34:44  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_india_623599/dir_kilo_929277/log_draft_374023.bak
  FILE  (non-res)    Archive         98164 2026-05-16 16:34:39  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_india_623599/dir_kilo_929277/mike_november_838527.csv
   ADS                                  47                      testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_india_623599/dir_kilo_929277/mike_november_838527.csv:hidden_9266
  FILE  (non-res)    Archive        223841 2026-05-16 16:35:09  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_india_623599/dir_kilo_929277/quebec_cache_507504.log
  FILE  (non-res)    Archive        417131 2026-05-16 16:34:36  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_india_623599/dir_kilo_929277/quebec_india_982363.tmp
  FILE  (non-res)    Archive         77841 2026-05-16 16:36:42  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_india_623599/dir_kilo_929277/report_india_525082.ini
  FILE  (resident)   Archive|ReparsePoint          0 2026-05-16 16:34:58  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_india_623599/dir_kilo_929277/symlink_audit_445884.lnk
  FILE  (resident)   Archive|ReparsePoint          0 2026-05-16 16:34:33  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_india_623599/dir_kilo_929277/symlink_beta_143606.lnk
  FILE  (resident)   Archive|ReparsePoint          0 2026-05-16 16:34:40  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_india_623599/dir_kilo_929277/symlink_lima_541682.lnk
  FILE  (non-res)    Archive|ReparsePoint          0 2026-05-16 16:34:32  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_india_623599/dir_kilo_929277/symlink_lima_738451.lnk
  FILE  (resident)   Archive|ReparsePoint          0 2026-05-16 16:34:27  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_india_623599/dir_kilo_929277/symlink_trace_382042.lnk
  FILE  (non-res)    Archive|ReparsePoint          0 2026-05-16 16:34:28  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_india_623599/dir_kilo_929277/symlink_zulu_334450.lnk
  FILE  (non-res)    Archive         14876 2026-05-16 16:36:25  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_india_623599/hardlink_alpha_563527.xml
  FILE  (non-res)    Archive        159059 2026-05-16 16:36:16  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_india_623599/hardlink_backup_970136.json
  FILE  (non-res)    Archive|ReparsePoint          0 2026-05-16 16:34:27  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_india_623599/hardlink_lima_860295.lnk
  FILE  (non-res)    Archive        298600 2026-05-16 16:35:35  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_india_623599/hardlink_november_860521.csv
  FILE  (non-res)    Archive        159059 2026-05-16 16:36:16  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_india_623599/hardlink_report_763630.json
  FILE  (non-res)    Archive|ReparsePoint          0 2026-05-16 16:34:55  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_india_623599/symlink_lima_816808.lnk
  FILE  (non-res)    Archive|ReparsePoint          0 2026-05-16 16:34:37  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_india_623599/symlink_whiskey_639876.lnk
  DIR   0x74d        Directory             2026-05-16 16:35:35  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_log_385745
  DIR   0x70d        Directory             2026-05-16 16:35:22  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_romeo_851778
  FILE  (non-res)    Archive        332749 2026-05-16 16:35:23  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_romeo_851778/beta_whiskey_211785.json
   ADS                                  47                      testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_romeo_851778/beta_whiskey_211785.json:hidden_2402
  DIR   0x71b        Directory             2026-05-16 16:35:58  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_romeo_851778/dir_india_917272
  FILE  (non-res)    Archive        431102 2026-05-16 16:34:42  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_romeo_851778/dir_india_917272/backup_lima_536980.tmp
  DIR   0x737        Directory             2026-05-16 16:35:04  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_romeo_851778/dir_india_917272/dir_kilo_287729
  DIR   0x728        Directory             2026-05-16 16:34:53  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_romeo_851778/dir_india_917272/dir_tango_488439
  FILE  (non-res)    Archive        479429 2026-05-16 16:36:14  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_romeo_851778/dir_india_917272/dir_tango_488439/alpha_papa_542985.csv
  FILE  (non-res)    Archive        502037 2026-05-16 16:37:08  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_romeo_851778/dir_india_917272/dir_tango_488439/hardlink_tango_128794.txt
  FILE  (non-res)    Archive|ReparsePoint          0 2026-05-16 16:34:27  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_romeo_851778/dir_india_917272/hardlink_data_978230.lnk
  FILE  (non-res)    Archive        163090 2026-05-16 16:34:49  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_romeo_851778/dir_india_917272/papa_kilo_757910.json
  FILE  (resident)   Archive|ReparsePoint          0 2026-05-16 16:35:15  testspecials/dir_gamma_163068/dir_echo_659970/dir_cache_507104/dir_romeo_851778/dir_india_917272/symlink_log_199902.lnk
