ref_id,class,verdict,n_pass,n_applicable,correspondence,canonical_claim,static_artifact,disk_probe,validation,axis,audit_verdict_orig,reverify_evidence
FS_OTBL_SA_006,BEHAVIORAL,STATIC-CONFIRMED,1,1,OK,Object Table: MsInitializeWellKnownObjectId: trivial 12-byte helper constructing 128-bit SmsBigIdentifier from a 64-bit ,proofs/static/MsInitializeWellKnownObjectId__decomp.txt,static_dossier,proofs/validation/FS_OTBL_SA_006.csv,none,STATIC-CONFIRMED,
FS_OTBL_SA_007,BEHAVIORAL,STATIC-CONFIRMED,1,1,OK,Object Table: MsGetObjectRecordPayload: 46-byte helper extracting LcnWithChecksum pointer from Object Table row. Returns,proofs/static/MsGetObjectRecordPayload__decomp.txt,static_dossier,proofs/validation/FS_OTBL_SA_007.csv,none,STATIC-CONFIRMED,
FS_VBR_SA_013,BEHAVIORAL,STATIC-CONFIRMED,1,1,OK,"VBR: RefsIsBootSectorOurs: validates boot sector ownership. Checks ""ReFS"" signature at +0x03, sector size power-of-2, vo",proofs/static/RefsIsBootSectorOurs__decomp.txt,static_dossier,proofs/validation/FS_VBR_SA_013.csv,none,STATIC-CONFIRMED,
FS_CHKP_RA_007,BEHAVIORAL,CONFIRMED-ALLDISK,1,1,OK,CHKP 0x50-0x53: version echo field. Contains 0x00 on Win10 (3.4) and packed version 0x000E0003 on Win11 (3.14),proofs/static/ReadLatestCheckpoint__decomp.txt,static_dossier,proofs/validation/FS_CHKP_RA_007.csv,none,CONFIRMED-ALLDISK,"CHKP+0x50 version echo: 0x00000000 on v3.4/3.7/3.9 (12 imgs), 0x000E0003 on v3.14 native (35 imgs), 0x000A0003 on v3.10 (1). Matches '0 on Win10/3.4, packed 0x000E0003 on Win11/3.14'."
FS_CHKP_RA_011,BEHAVIORAL,CONFIRMED-ALLDISK,1,1,OK,CHKP 0x7C-0x87: 12-byte reserved field. Prade Table 4.7 labeled these as 'Offset to table references' (0x7C) 'Table reference count' (0x80) and 'Offset to unknown buffer' (0x84). All three are always zero on all 66 images tested (Prade correction).,proofs/static/ValidateCheckpointRecord__decomp.txt,static_dossier,proofs/validation/FS_CHKP_RA_011.csv,none,CONFIRMED-ALLDISK,CHKP+0x7C..0x87 (12 bytes) == all-zero on 48/48 (both copies).
FS_SUPB_RA_003,BEHAVIORAL,STATIC-CONFIRMED,1,1,OK,Superblock: SUPB corruption is silently repaired during mount by Win11 3.14 driver. Corrupted Volume GUID byte (0x2A→0xD,proofs/static/ChooseSuperBlock__decomp.txt,static_dossier,proofs/validation/FS_SUPB_RA_003.csv,none,STATIC-CONFIRMED,
FS_CHKP_RA_003,BEHAVIORAL,STATIC-CITED,0,1,OK,Checkpoint: 3.4->3.14 upgrade: CHKP flags change from 0x002 to 0x602 (adds 0x200+0x400). Ref_size changes from 0x68 to 0,,cite,proofs/validation/FS_CHKP_RA_003.csv,none,STATIC-CITED,
FS_SUPB_RA_006,BEHAVIORAL,STATIC-CITED,0,1,OK,Superblock: Mount on clean volume triggers ~27 checkpoint increments and ~82 page writes. CHKP virtual clock advanced fr,,cite,proofs/validation/FS_SUPB_RA_006.csv,none,STATIC-CITED,
FS_VBR_RA_005,BEHAVIORAL,INFERRED,0,1,OK,refsutil fixboot zeroes VBR fields 0x2A-0x57 (serial/container/GUID) — preserves only geometry (sector/cluster/count/version),,cite,proofs/validation/FS_VBR_RA_005.csv,none,INFERRED,"Disk corroboration on the 1 fixboot image: win11refs2tmillionsofactions_aftersalvage_fixboottest.raw has serial=0 (0x38), container=0 (0x40), GUID=0 (0x48), 0x2A=0, flags=0x04; geometry (0x18 sectors,"
FS_VBR_RA_007,BEHAVIORAL,INFERRED,0,1,OK,refsutil fixboot changes checksum selector (0x2A) from 0x02 to 0x00 — mismatches existing CRC64 metadata,,cite,proofs/validation/FS_VBR_RA_007.csv,none,INFERRED,"Fixboot image VBR 0x2A==0x00; a normal native v3.14 image has 0x2A==0x02 (CRC64). 0x2A selector distribution on disk: v3.14 {0x02:84, 0x00:4(upgraded), 0x04:4(SHA-256)}, v3.10 0x02, v3.4/3.7/3.9 0x00."
FS_VBR_RA_009,BEHAVIORAL,INFERRED,0,1,OK,Version evolution: 3.7/3.9 structurally identical to 3.4; 3.10 is critical transition (CRC64+indirect roots+compact refs+native flag+version echo+Format GUID+OID 0x30); CHKP flag 0x2000 = insider-only,,cite,proofs/validation/FS_VBR_RA_009.csv,none,INFERRED,"Version-evolution narrative. Disk supports the structural deltas: v3.10 is where Extended GUID (0x48) becomes nonzero (2/2), 0x2A becomes 0x02/CRC64 (2/2), and flags reach 0x66 (2/2); v3.7/3.9 share 0"
GN_HIER_SA_001,BEHAVIORAL,STATIC-CITED,0,1,OK,Architecture: In-memory hierarchy: VCB (per-volume) -> FCB (per-file) -> SCB (per-stream) -> CCB (per-handle). Attribute,,cite,proofs/validation/GN_HIER_SA_001.csv,none,STATIC-CITED,
MD_ATTR_SA_001,BEHAVIORAL,STATIC-CITED,0,1,OK,"Attributes: 9 new Win11 attributes: $EFS, $LXUID, $LXGID, $LXMOD, $LXDEV, $SNAPSHOT, $OBJ_LINK, $PAGE, $CBW4. Total: 17-",,cite,proofs/validation/MD_ATTR_SA_001.csv,none,STATIC-CITED,
FS_CHKP_007,PURE-RD-LAYOUT,INFERRED,112,112,OK,0x70-0x78: oldest log record reference (compound u64: byte offset + segment number),proofs/static/parse_chkp__forefst.txt,field_plausible,proofs/validation/FS_CHKP_007.csv,none,INFERRED,"CHKP+0x70..0x77 present on 48/48 (compound u64). The compound decomposition (low32=log offset, high32=segment) is not directly disk-verifiable without log cross-reference."
GN_PAGE_005,PURE-RD-LAYOUT,INFERRED,112,112,OK,0x18-0x20: tree update clock,,page_consistency,proofs/validation/GN_PAGE_005.csv,none,INFERRED,"page+0x18-0x20 (tree update clock): second 8-byte counter present, distinct from 0x10, non-zero on majority of MSB+ pages. Confirmed on all images as a populated u64 field."
FS_SUPB_007,STRUCTURAL,CONTRADICTED,112,112,OK,Two backup copies near end of partition,proofs/static/parse_supb__forefst.txt,supb_backup,proofs/validation/FS_SUPB_007.csv,none,CONTRADICTED,"backups at total_clusters-2/-3 (113/113), NOT -14339/-14338"
CT_INTS_001,PURE-RD-LAYOUT,CONFIRMED,112,112,OK,"Integrity State Table: Row format decoded: Key=16B [u64 start_lcn, u64 block_count], Value=24B [u64 start_lcn(dup), u64 ",proofs/static/walk_bplus__forefst.txt,ints_row,proofs/validation/CT_INTS_001.csv,none,CONFIRMED,
FS_OTBL_002,STRUCTURAL,CONFIRMED-ALLDISK,112,112,OK,Value: page ref + durable LSN + variable buffer. Row header 8xu32 at start; generation counter at u32[6] = checkpoint virtual clock,proofs/static/build_object_map__forefst.txt,otbl_value,proofs/validation/FS_OTBL_002.csv,none,CONFIRMED-ALLDISK,OT value header decoded on 34522/34522 rows across 113/113 ReFS images: value+0x00==0x2 (100%); u32[2] (value+0x08)==0x18 = key_offset (100%); u32[3] (value+0x0C)==0x30 = value_offset (100%); generati
FS_CHKP_RA_002,STRUCTURAL,CONFIRMED-ALLDISK,112,112,OK,"CHKP root reference sizes: 0x68(3.4), 0x30(3.14/CRC64), 0x48(3.14/SHA256)",proofs/static/parse_chkp__forefst.txt,field_plausible,proofs/validation/FS_CHKP_RA_002.csv,checksum,CONFIRMED-ALLDISK,"CHKP+0x5C page-ref size: 0x68 on all v3.4/3.7/3.9 (10 imgs), 0x30 on v3.14 CRC32-C/CRC64 (32 imgs incl 64K-CRC64), 0x48 on v3.14 SHA-256 (4 imgs), 0x30 on v3.10 (1). Matches 0x68(3.4)/0x30(3.14-CRC64)"
FS_CHKP_RA_005,PURE-RD-LAYOUT,CONTRADICTED,84,112,OK,"CHKP 0x88-0x8B: data area end offset. Value = first_root_offset + root_count * ref_size. 0x680 for 3.4 (13x104B refs from 0x138), 0x380 for 3.14 (13x48B refs from 0x110)",proofs/static/parse_chkp__forefst.txt,field_plausible,proofs/validation/FS_CHKP_RA_005.csv,none,CONTRADICTED,CHKP+0x88 data-area-end is NOT 'first_root_offset + root_count*ref_size'. v3.4: disk=0x680 but 0x94+13*0x68=0x5dc (mismatch). v3.14: disk=0x380/0x388 but 0x94+13*0x30=0x274. The headline VALUES (0x680
FS_DEL_RA_001,BEHAVIORAL,STATIC-CONFIRMED,1,1,OK,Deletion and Recovery: ReFS file deletion flow: RefsDeleteFile → MsDeleteRow (removes from directory B+ tree) → MsRepare,proofs/static/RefsDeleteFile__decomp.txt,static_dossier,proofs/validation/FS_DEL_RA_001.csv,none,STATIC-CONFIRMED,
FS_OTBL_RA_004,BEHAVIORAL,CONFIRMED-ALLDISK,0,1,OK,OID 0x501 = Volume Information Table (failover/duplicate). Created alongside OID 0x500 by InitializeVolumeInfoTable using MsCreateDurableFailoverTableObject with schema 0x150 and count=2.,,cite,proofs/validation/FS_OTBL_RA_004.csv,none,CONFIRMED-ALLDISK,OID 0x500 present 113/113 and OID 0x501 (failover/duplicate) present 113/113.
FS_OTBL_RA_007,BEHAVIORAL,CONFIRMED-ALLDISK,0,1,OK,OID chronology analysis: 400 objects in range 0x700-0x8F9 on test image (76.6% density). 128-bit File IDs encode table OID (upper 8B) + sequential entry index (lower 8B). Generation counter at Object Table value offset 0x18 = checkpoint virtual clock at creation/last update. ReFS provides stronger chronological guarantees than NTFS (no record reuse),,cite,proofs/validation/FS_OTBL_RA_007.csv,none,CONFIRMED-ALLDISK,"OID density over the user range (>=0x700) across 113 images: min 0.311, median 0.813, max 1.000 (fresh volumes 100%, worked volumes lower). The specific cited test image reproduced EXACTLY: win11refs4"
MD_DATA_RA_007,BEHAVIORAL,CONFIRMED-ALLDISK,0,1,OK,Integrity stream extents use variable-stride entries. Checksum page entries (flags=0x1c00d0): 32 bytes (24-byte entry + 8-byte CRC suffix) always run_len=1. Data run entries (flags=0x180040): standard 24 bytes variable run_len. Both types point to real file data. Table header format identical to normal extents.,,cite,proofs/validation/MD_DATA_RA_007.csv,none,CONFIRMED-ALLDISK,0x180040 standard run / 0x1c00d0 integrity run_len1 — extent flags
MD_SI_RA_007,BEHAVIORAL,CONFIRMED-ALLDISK,1,1,OK,ExternalFileId_2/3 populated ONLY for cross-volume operations. RefsConvertToStandardInfoExternalId compares source volume with current; zeros if same. ExtFid3=source parent OID (0x700+ range).,proofs/static/RefsConvertToStandardInfoExternalId__decomp.txt,static_dossier,proofs/validation/MD_SI_RA_007.csv,none,CONFIRMED-ALLDISK,ExternalFileId_2 ($SI+0x60) = 0 on 32629/32629 own-rows across ALL 113 images (incl v3.4 and upgraded win10to11); ExternalFileId_3 ($SI+0x68) also 0/32629. No cross-volume-copy file exists in the corp
MD_TS_RA_006,BEHAVIORAL,CONFIRMED-ALLDISK,0,1,OK,win11refs8gtest4timestamps.raw volume structure: 244 objects OID range 0x7-0x823. Root OID=0x600 newtests=0x741 viascript3=0x742 v2=0x7AC test=0x707.,,cite,proofs/validation/MD_TS_RA_006.csv,none,CONFIRMED-ALLDISK,"win11refs8gtest4timestamps.raw (v3.14): obj_map OID count = 244 (matches '244 objects'); OID range min=0x7, max=0x823 (matches '0x7-0x823'); root OID=0x600. Name resolution: test=0x707 (parent 0x600),"
MD_SI_RA_004,ABSENCE,CONFIRMED-ALLDISK,112,112,OK,"Directory DataSize=0 invariant: 32490/32490 directories (100%) have $SI+0x38 = 0 across all 110 tested images and all versions (v3.4 through v3.14+/insider). Directories never have a $DATA stream, so DataSize is always zero.",,si_field,proofs/validation/MD_SI_RA_004.csv,none,CONFIRMED-ALLDISK,directory $SI+0x38 (DataSize) = 0 on 25494/25494 directories across all 113 images (v3.4 through v3.14+/insider). 0 nonzero. Directory classification by presence of type-0x30 filename rows OR dir-attr
MD_SI_RA_010,ABSENCE,CONFIRMED-ALLDISK,112,112,OK,"NextFileId ($SI+0x58, formerly ""VersionRefCount"") upper 32 always 0 across 521564 v3.7+ entries; full u64, max observed 110001 (a child ordinal, NOT a version/write count). 3-population model: resident-file inline $SI always populated (all versions incl native v3.14); dir/file own-rows populated v3.4-v3.10 but 0 on native v3.14 (version<0x30b persist gate).",,si_field,proofs/validation/MD_SI_RA_010.csv,none,CONFIRMED-ALLDISK,NextFileId ($SI+0x58) upper 32 bits = 0 on 1205/1205 nonzero own-rows; full-u64 max = 46 across the corpus. (The structure_reference cites max 110001 on a larger image not isolated here; my own-row sc
MD_SI_RA_005,ABSENCE,CONFIRMED-ALLDISK,18,18,OK,"InternalFlags ($SI+0x24) transition: zero on ALL v3.4/v3.7/v3.9/v3.10 images (0/18). Non-zero on ALL v3.14 images (90/90, 368380 entries). Transition at v3.14, not v3.10 as E25 conservative estimate.",,si_field,proofs/validation/MD_SI_RA_005.csv,version,CONFIRMED-ALLDISK,"InternalFlags @+0x4C (=$SI+0x24): on resident type-0x30 index entries = 0/5513 across 18 pre-3.14 images (v3.4/3.7/3.9/3.10), and 367338/404001 nonzero across 95 v3.14+ images with EVERY v3.14 image h"
MD_SI_RA_001,STRUCTURAL,CONFIRMED-ALLDISK,112,112,OK,"E21: $SI field corrections — ReparseTag at +0x54 (not 0x4C), HardLinkCount at +0x70 (not 0x48), +0x48 is conditional u64, +0x50 is u16-derived u32. Five corrections from RefsComputeStandardInformationFromFcb decompilation.",,si_field,proofs/validation/MD_SI_RA_001.csv,none,CONFIRMED-ALLDISK,"$SI base inside a type-0x10 own-row value is at value+0x28 (0x28-byte row header: size@0x00, si_off=0x28@0x04). With that base, the corrected offsets hold on all 113 images: ReparseTag@$SI+0x54 (val+0"
MD_SI_RA_012,ABSENCE,CONFIRMED-ALLDISK,97,97,OK,ExternalFileObjectId ($SI+0x74 v3.7+): Only 1 non-zero entry across 525K entries (0xF000 on testads.txt in win11refs2tsnapshots). Effectively unused.,,si_field,proofs/validation/MD_SI_RA_012.csv,version,CONFIRMED-ALLDISK,"ExternalFileObjectId ($SI+0x74, val+0x9C, v3.7+): 0 nonzero across all type-0x10 own-rows on all v3.14 images (extfobj74_nz total = 0). Effectively unused."
MD_SI_RA_011,ABSENCE,INFERRED,16,16,OK,PackedEaSize transition at v3.10 confirmed: v3.4-v3.9 max=12 (SYMLINK & 0xFFFF). v3.10+ max=209 (EA sizes). V4 invariant (ReparseTagLow16 == Tag & 0xFFFF): 0 violations on v3.4-v3.9.,,si_field,proofs/validation/MD_SI_RA_011.csv,version,INFERRED,"$SI+0x50 (val+0x78): pre-3.10 images = all 0 (max 0, <=12, vacuously satisfies the v3.4-3.9 bound; corpus has NO reparse/symlink on pre-3.10 own-rows so the ReparseTagLow16 upper value and the V4 inva"
MD_SI_RA_002,BEHAVIORAL,CONFIRMED-ALLDISK,0,1,OK,"Type-0x10 $SI+0x38 (DataSize slot) = 0 across all versions / 110 images (CONFIRMED). The value previously attributed to 'resident directory-entry $SI DataSize' is the type-0x30 INDEX-ENTRY FileSize at value+0x58 (master C.2) — a DIFFERENT structure, not $SI+0x38.",,cite,proofs/validation/MD_SI_RA_002.csv,none,CONFIRMED-ALLDISK,"type-0x10 $SI+0x38 (DataSize slot, val+0x60) = 0 on 32629/32629 own-rows incl all 25494 directories AND all 7135 files. The populated size lives in the resident type-0x30 index entry: val+0x58(FileSiz"
MD_SI_RA_003,BEHAVIORAL,CONFIRMED-ALLDISK,0,1,OK,"The 97.9% exact-match value (32573/33263 on winsider.raw) is the type-0x30 INDEX-ENTRY FileSize at value+0x58 (master C.2), NOT '$SI DataSize' (the type-0x10 $SI+0x38 DataSize slot is 0 across the corpus). FileSize == embedded $DATA content size (8-byte aligned; FileSize >= content always).",,cite,proofs/validation/MD_SI_RA_003.csv,none,CONFIRMED-ALLDISK,resident type-0x30 value+0x58 == independently-parsed embedded-$DATA size on 405721/409514 (99.07%) resident entries across all 113 images. Mismatches are the known 8-byte-alignment-padding cases (Dat
MD_SI_RA_006,BEHAVIORAL,STATIC-CONFIRMED,1,1,OK,"$SI: InternalFlags bit mapping: bit0=DELETE/DISPOSITION (FCB bit27 — set in DeleteDirectoryOnDisk/EFS paths, NOT integri",proofs/static/RefsComputeStandardInformationFromFcb__decomp.txt,static_dossier,proofs/validation/MD_SI_RA_006.csv,none,STATIC-CONFIRMED,
MD_SI_RA_008,STRUCTURAL,CONFIRMED-ALLDISK,112,112,OK,"$SI+0x58 (v3.4 ""ExternalFileId_1"" / v3.7+ ""VersionRefCount"") = NextFileId, a directory CHILD-CREATION ordinal — NOT a version/write counter. Write path RefsMoveFile increments the parent dir SCB's NextFileId (SCB+0x1b8 win11/+0x1a8 insider, init=1) and stamps the new child FCB+0x158. Non-zero on 100% of v3.4 entries (3601/3601), values small integers = assigned child ordinals.",,si_field,proofs/validation/MD_SI_RA_008.csv,none,CONFIRMED-ALLDISK,"NextFileId ($SI+0x58, val+0x80): nonzero on 1205 own-rows, upper-32-bits ZERO on 1205/1205, max observed = 46 (small near-contiguous ints). Probed values 1,2,5 on v3.4. 0 on native-v3.14 dir own-rows "
MD_SI_RA_013,BEHAVIORAL,CONFIRMED-ALLDISK,0,1,OK,"$SI+0x40 ClassTag = the file LastUsn (byte offset of its most recent $UsnJrnl:$J record, from journal write cursor VCB+0x3a0 / FCB+0xe0; 8-byte aligned). $SI+0x48 SessionTimestamp = the USN JOURNAL ID (VCB+0x388, a FILETIME). NOT a storage-tiering tag (the E3/E24 tiering theory is DISPROVEN). FCB bit23 = cached last-USN valid for current journal epoch. Both written atomically by RefsWriteFcbUsnRecordToJournal->RefsPartialSetStandardInfo (gated VCB+0x18 & 0x80000), explaining the 0-violation co-occurrence.",,cite,proofs/validation/MD_SI_RA_013.csv,none,CONFIRMED-ALLDISK,"LastUsn ($SI+0x40, val+0x68): nonzero on 3392 own-rows across exactly 10 USN-active images (winsider 2890, win11refstestmftecmd 200, win11refs4gattributestest2 270, win11refs2gtargeted 8, win11refslas"
MD_SI_RA_014,BEHAVIORAL,INFERRED,0,1,OK,"InternalFlags ($SI+0x24) bit5 (0x20) = symlink/junction REDIRECTION-TRUST level (FCB[0xf4] bit1 from IoComputeRedirectionTrustLevel), NOT ""HardLinkCount drops to 0"". Written only in RefsSetReparsePointInternal for tags 0xa000000c/0xa0000003. The HLC-zero path (RefsConvertToStandardInfoLinkCount) ORs bit2 (0x04), never 0x20.",,cite,proofs/validation/MD_SI_RA_014.csv,none,INFERRED,InternalFlags bit5 (0x20) appears on type-0x10 own-rows: count = 78 on winsider.raw = exactly the 78 reparse points (0x20 is the only nonzero own-row iflags value observed). Consistent with bit5=symli
MD_SI_RA_015,BEHAVIORAL,CONTRADICTED,0,1,OK,"RETRACTED: $SI+0x30 is NOT a USN/change-journal byte-offset. Type-0x10 $SI+0x30 = 0 on 0/32,629 own-rows across the corpus. The real per-file->journal link is LastUsn ($SI+0x40 / value+0x68) = virtual byte offset of the file's latest $UsnJrnl:$J record + UsnJournalId ($SI+0x48 / value+0x70).",,cite,proofs/validation/MD_SI_RA_015.csv,none,CONTRADICTED,"$SI+0x30 is UNPOPULATED (0/32629), not a USN — E30 retracted"
MD_SI_SA_001,BEHAVIORAL,STATIC-CONFIRMED,1,1,OK,SI: $SI size: Win10=116B (0x74); Win11=124B (0x7C). RefsMapStandardInfo validates minimum size. NOT backward-compatible,proofs/static/RefsMapStandardInfo__decomp.txt,static_dossier,proofs/validation/MD_SI_SA_001.csv,version,STATIC-CONFIRMED,
MD_SI_SA_002,BEHAVIORAL,STATIC-CONFIRMED,1,1,OK,SI: RefsComputeStandardInformationFromFcb (Win11 only): constructs complete 124-byte $STANDARD_INFORMATION from FCB fiel,proofs/static/RefsComputeStandardInformationFromFcb__decomp.txt,static_dossier,proofs/validation/MD_SI_SA_002.csv,none,STATIC-CONFIRMED,
MD_FTBL_001,STRUCTURAL,CONFIRMED,112,112,OK,File Table: Creation time,,si_field,proofs/validation/MD_FTBL_001.csv,none,CONFIRMED,
MD_FTBL_002,STRUCTURAL,CONFIRMED,112,112,OK,File Table: Modification time,,si_field,proofs/validation/MD_FTBL_002.csv,none,CONFIRMED,
MD_FTBL_003,STRUCTURAL,CONFIRMED,112,112,OK,File Table: Metadata modification time,,si_field,proofs/validation/MD_FTBL_003.csv,none,CONFIRMED,
MD_FTBL_004,STRUCTURAL,CONFIRMED,112,112,OK,File Table: Access time,,si_field,proofs/validation/MD_FTBL_004.csv,none,CONFIRMED,
MD_FTBL_005,BEHAVIORAL,STATIC-CITED,0,1,OK,File Table: Flags,,cite,proofs/validation/MD_FTBL_005.csv,none,STATIC-CITED,
MD_FTBL_006,BEHAVIORAL,STATIC-CITED,0,1,OK,File Table: Security descriptor ID,,cite,proofs/validation/MD_FTBL_006.csv,none,STATIC-CITED,
MD_FTBL_007,BEHAVIORAL,STATIC-CITED,0,1,OK,File Table: Size / Allocated size,,cite,proofs/validation/MD_FTBL_007.csv,none,STATIC-CITED,
MD_ATTR_001,STRUCTURAL,INFERRED,112,112,OK,"$STANDARD_INFORMATION: present, role moved to fixed metadata",proofs/static/build_object_map__forefst.txt,attr_types,proofs/validation/MD_ATTR_001.csv,none,INFERRED,$STANDARD_INFORMATION present as the type-0x10 own-row value across 32605 user OIDs on all 107 ReFS images (the $SI body lives at value+0x28..+0xA3). Semantic 'role moved to fixed metadata' is an E2/s
MD_ATTR_002,STRUCTURAL,CONFIRMED-ALLDISK,112,112,OK,$FILENAME: present in driver,proofs/static/build_object_map__forefst.txt,attr_types,proofs/validation/MD_ATTR_002.csv,none,CONFIRMED-ALLDISK,$FILE_NAME entries present: type-0x30 directory keys with UTF-16LE names decode on every image; 525178 type-0x30 keys across 107 images. Filename presence is disk-evident.
MD_ATTR_005,BEHAVIORAL,STATIC-CITED,0,1,OK,Attributes: $DATA: core file content (always non-resident),,cite,proofs/validation/MD_ATTR_005.csv,none,STATIC-CITED,
MD_ATTR_RA_016,ABSENCE,CONFIRMED-ALLDISK,112,112,OK,"Types 0x50/0x60/0x70: ZERO sub-records in user objects across 111 images. 0x50 in OID 0x500 (key 0x520, 448B). 0x60 in OID 0x540 (key 0x01). 0x70 not observed. CORRECTION: type 0xF0 IS observed — exactly 1 per image (9 images where USN journal active), the USN $Max attribute (marker 0x80000001, 44B) on the Change Journal file under OID 0x520. NOT a zero/never-observed type.",proofs/static/build_object_map__forefst.txt,attr_types,proofs/validation/MD_ATTR_RA_016.csv,corpus,CONFIRMED-ALLDISK,"Types 0x50/0x60/0x70: ZERO embedded sub-records in user objects across all 107 images (0/0/0). Type 0xF0 IS present: exactly 1 per image on 9 distinct USN-active images, always 44 bytes, SI marker (0x"
MD_ATTR_RA_009,PURE-RD-LAYOUT,CONFIRMED-ALLDISK,48,48,OK,"Common sub-record VALUE header: 12-byte prefix [4B padding=0][4B data_area_size][4B constant=0x0C]. Shared by all embedded attribute types (0x80 SI, 0xB0, 0xC0, 0xD0, 0xE0). Invariant across v3.4-Insider.",,subrec,proofs/validation/MD_ATTR_RA_009.csv,none,CONFIRMED-ALLDISK,"The genuine 12-byte-header invariant is const@offset8 == 0x0C: holds 378222/378222 (100%) across SI_0x80(367356), 0xB0(985), 0xC0(2099), 0xD0(3900), 0xE0(3875), 0x100(7). The 'padding=0' (offset 0) pa"
MD_ATTR_RA_010,PURE-RD-LAYOUT,CONFIRMED-ALLDISK,48,48,OK,"$REPARSE_V2 (0xC0): REPARSE_DATA_BUFFER stored verbatim at val[0x0C]. Tag at val[0x0C], data_length at val[0x10]. CORRECTION: 0x8000001B = APPEXECLINK (app execution alias), the tag observed on winsider — NOT WCI/WOF. The prior _REPARSE_TAGS table was broadly mislabeled (off-by-one), now corrected to authoritative ntifs.h values: 0x80000024=LX_FIFO not AF_UNIX; AF_UNIX=0x80000023; WOF=0x80000017; WCI=0x80000018. WOF/WCI/DEDUP (0x80000013) NOT observed; AF_UNIX (0x80000023), LX_CHR (0x80000025), LX_BLK (0x80000026) NOW OBSERVED on win11refs2gtargeted (FS_REPS_RA_003/#341). Inventory (2084 instances / 47 images): SYMLINK 0xA000000C=2007, MOUNT_POINT 0xA0000003=47, APPEXECLINK 0x8000001B=28, LX_FIFO 0x80000024=2 (empty, the lxfifo file, mode S_IFIFO). refs.sys structurally recognizes only symlink/junction; all other tags stored verbatim.",,subrec,proofs/validation/MD_ATTR_RA_010.csv,none,CONFIRMED-ALLDISK,"0xC0 REPARSE tags at val[0x0C] across 2099 reparse records: 0xa000000c(MOUNT_POINT)=2018, 0xa0000003=47, 0x8000001b(APPEXECLINK)=28, 0x80000024(LX_FIFO)=3, 0x80000023(AF_UNIX)=1, 0x80000025(LX_CHR)=1,"
MD_ATTR_RA_011,PURE-RD-LAYOUT,CONFIRMED-ALLDISK,4,4,OK,"$EA_INFO (0xD0): fixed 20B. CORRECTION: $SI+0x50 PackedEaSize (v3.10+) = val[0x0C] (= Σ(5+EaNameLength+EaValueLength), the NTFS-conventional PackedEaSize cached in FCB+0xA0), NOT val[0x10]. val[0x10] = Σ align4(8+nameLen+1+valLen) = serialized on-disk footprint. The two size fields were inverted in the prior claim. 3889 entries across 3 v3.14 images.",,subrec,proofs/validation/MD_ATTR_RA_011.csv,none,CONFIRMED-ALLDISK,"EA_INFO(0xD0) is fixed 20B: 3900/3900. $SI+0x50 (= type-0x10 value+0x78, since $SI base is value+0x28) == EA_INFO val[0x0C] in 5/5 files where $SI+0x50 is nonzero; == val[0x10] in 0/5. The inversion C"
MD_ATTR_RA_012,PURE-RD-LAYOUT,CONFIRMED-ALLDISK,4,4,OK,"$EA (0xE0): FILE_FULL_EA_INFORMATION chain at val[0x0C]. Standard NT format. Common EAs: $KERNEL.PURGE.ESBCACHE (30B), $LXUID/$LXGID/$LXMOD (4B each), $LXDEV (8B = u32 major + u32 minor, #341). 3854 entries, 44-209B values.",,subrec,proofs/validation/MD_ATTR_RA_012.csv,none,CONFIRMED-ALLDISK,"0xE0 $EA: FILE_FULL_EA_INFORMATION chain at val[0x0C] parses cleanly on 3875/3875 records using standard NextEntryOffset traversal. Value lengths 36-244B. EA names observed: $CI.CATALOGHINT(2182), $KE"
MD_ATTR_RA_013,STRUCTURAL,CONFIRMED-ALLDISK,4,4,OK,$EA_INFO/$EA co-occurrence: 3854 pairs always co-occur. 25 orphan $EA_INFO without $EA. 0 orphan $EA without $EA_INFO. Near-perfect co-occurrence invariant.,,subrec,proofs/validation/MD_ATTR_RA_013.csv,none,CONFIRMED-ALLDISK,"Per-container (type-0x10 value or resident type-0x30 value), D0 and E0 ALWAYS co-occur: 3875 containers with both, 0 orphan D0, 0 orphan E0 across 107 images. The co-occurrence invariant holds even ST"
MD_EFS_RA_005,PURE-RD-LAYOUT,CONFIRMED-ALLDISK,2,2,OK,"$EFS (type 0x100): key contains '$EFS' stream name. Value 676B follows common 12B header. EFS version=2 at val[0x14], certificate GUID at val[0x18], DDF/DRF at val[0x50+]. 4 entries on win11refs4gattributestest2.",,subrec,proofs/validation/MD_EFS_RA_005.csv,none,CONFIRMED-ALLDISK,"$EFS (0x100): key contains '$EFS' (7/7), follows common 12B header (const@8=0x0C), EFS version=2 at val[0x14] in 7/7, value length 676B in 6/7 (one 732B variant). On win11refs4gattributestest2.raw exa"
MD_SNAP_RA_006,PURE-RD-LAYOUT,CONFIRMED-ALLDISK,47,47,OK,"$SNAPSHOT/ADS (0xB0): identical stream summary format to SI $DATA. Storage type at val[0x10]: 0=ADS, non-zero=snapshot. 979 MI entries across 110 images (678 ADS + 30 snapshots).",,subrec,proofs/validation/MD_SNAP_RA_006.csv,none,CONFIRMED-ALLDISK,"$SNAPSHOT/ADS (0xB0) storage-type at val[0x10]: 0=ADS, non-zero(==2)=snapshot, confirmed on 985 entries across 47 images (956 ADS + 29 snapshots). Same stream-summary offset layout as SI $DATA. Snapsh"
